text,category,isenglish,translate
மனித நேயத்துடன் இந்த படத்த ஆதரிக்றனு எந்த நாயாச்சும் சொல்றானா... இந்த சாதியின் சார்பாக ஆதரவு அந்த சாதியின் சார்பாக ஆதரவு ... உங்க வன்மத்துக்கான எரிப்பொருள் இந்த படம் இல்ல இது விழிப்புணர்வு படம்,NOT,False,மனித நேயத்துடன் இந்த படத்த ஆதரிக்றனு எந்த நாயாச்சும் சொல்றானா... இந்த சாதியின் சார்பாக ஆதரவு அந்த சாதியின் சார்பாக ஆதரவு ... உங்க வன்மத்துக்கான எரிப்பொருள் இந்த படம் இல்ல இது விழிப்புணர்வு படம்
ஏன்டா விக் மண்டையா உனக்கு இதுலாம் தேவையா சும்மா இருக்க மாட்ட,OFF,False,ஏன்டா விக் மண்டையா உனக்கு இதுலாம் தேவையா சும்மா இருக்க மாட்ட
சூர்யா இன்னுமா நீ இருக்க... உன்னோட போனபடத்துல சொன்னமாதிரி வேரடி வேரடி வெளுக்க தோணுது இந்தப்படமும் நல்லா இல்லாட்டி உன்ன,OFF,False,சூர்யா இன்னுமா நீ இருக்க... உன்னோட போனபடத்துல சொன்னமாதிரி வேரடி வேரடி வெளுக்க தோணுது இந்தப்படமும் நல்லா இல்லாட்டி உன்ன
கள்ளக்குறிச்சி வன்னியர் சங்கம் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்,NOT,False,கள்ளக்குறிச்சி வன்னியர் சங்கம் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்
பட ட்ரைலர் வேற லெவல்... வெற்றிப்பெற வாழ்த்துக்கள்..,NOT,False,பட ட்ரைலர் வேற லெவல்... வெற்றிப்பெற வாழ்த்துக்கள்..
இது போல் தமிழ் சினிமாவில் MASS_ ஆன டிரெய்லர்  இதுவரை வந்தது இல்லை. இனி வரபோவதும் இல்லை.,NOT,False,இது போல் தமிழ் சினிமாவில் MASS_ ஆன டிரெய்லர்  இதுவரை வந்தது இல்லை. இனி வரபோவதும் இல்லை.
"வரலாறு தெரியாமல் வெற்று புகழ்காக பிராமணன்கு கூட்டி கொடுத்தது தான் சாதி சொத்து சேர்ந்துள்ளது.ஒரு சிலரை தவிர.அறியாமை ,நீ கல்வி கற்கவே தடை விதித்தவன் பற்றி உனக்கு தெறியுமா?,உன்னை வெறும் கருவியாக மட்டும் பயன்படுத்தி உயர்ந்தவன்,அவனே பிராமணன் என்ற உயர்ந்தவன் நீ மாமா வேலை பார்த்து சொத்து சேர்த்தவன்.ஒருசில நல் உள்ளங்களை தவிர,மாண பெரிதென வாழ்ந்து அறியாமை எதிர்ததால் ஊரின் எல்லையில் தள்ளபட்டனர். உண்மை வெல்லும் ஒரு நாள்!!!",OFF,False,"வரலாறு தெரியாமல் வெற்று புகழ்காக பிராமணன்கு கூட்டி கொடுத்தது தான் சாதி சொத்து சேர்ந்துள்ளது.ஒரு சிலரை தவிர.அறியாமை ,நீ கல்வி கற்கவே தடை விதித்தவன் பற்றி உனக்கு தெறியுமா?,உன்னை வெறும் கருவியாக மட்டும் பயன்படுத்தி உயர்ந்தவன்,அவனே பிராமணன் என்ற உயர்ந்தவன் நீ மாமா வேலை பார்த்து சொத்து சேர்த்தவன்.ஒருசில நல் உள்ளங்களை தவிர,மாண பெரிதென வாழ்ந்து அறியாமை எதிர்ததால் ஊரின் எல்லையில் தள்ளபட்டனர். உண்மை வெல்லும் ஒரு நாள்!!!"
1:33 ல இவ்வளவு அற்புதங்கள்  ஆஹா னு சொன்னா அது சூரியா ல மட்டும் தான் முடியும்,NOT,False,1:33 ல இவ்வளவு அற்புதங்கள்  ஆஹா னு சொன்னா அது சூரியா ல மட்டும் தான் முடியும்
ரஞ்சித் & மாரி செல்வராஜ் = மோகன்   நீ வா அண்ணா நாகா இருக்கும் ( dai மாரி செல்வராஜ் & ரஞ்சித் உங்களுக்கு serupu அடி,OFF,True,ரஞ்சித் & மாரி செல்வராஜ் = மோகன் நீ வா அண்ணா நாகா இருக்கும் ( dai மாரி செல்வராஜ் & ரஞ்சித் உங்களுக்கு serupu அடி
ஜெயலலிதா வாழ்க்கையை பற்றி தமிழ் மக்களுக்கு தெரியாதா ஓ நீ இயக்குனர் என்றதால என்ன வெண்ண வேணா கதைப்ப நாங்க கேட்டுடு இருக்கனும் போட இயக்குனர் சுண்****ணாம்பு ஜெயலலிதா எதற்காக இறந்தா யார் அந்த வில்லு (அம்புதான் யார்னு தெரியுமே) எல்லா புண்****ணாக்கும் எங்களுக்கு தெரியும் நீ ஏன் ஜெயலலிதா கதைய வச்சு இணையத்தள நாடகம் மற்றும் திரைப்படம் எடுக்க என்றும் எங்களுக்கு தெரியும் உன் நாடகம் எங்களிடம் அரங்கேறாது.,OFF,False,ஜெயலலிதா வாழ்க்கையை பற்றி தமிழ் மக்களுக்கு தெரியாதா ஓ நீ இயக்குனர் என்றதால என்ன வெண்ண வேணா கதைப்ப நாங்க கேட்டுடு இருக்கனும் போட இயக்குனர் சுண்****ணாம்பு ஜெயலலிதா எதற்காக இறந்தா யார் அந்த வில்லு (அம்புதான் யார்னு தெரியுமே) எல்லா புண்****ணாக்கும் எங்களுக்கு தெரியும் நீ ஏன் ஜெயலலிதா கதைய வச்சு இணையத்தள நாடகம் மற்றும் திரைப்படம் எடுக்க என்றும் எங்களுக்கு தெரியும் உன் நாடகம் எங்களிடம் அரங்கேறாது.
உங்க படம் publicity ku எதுக்கு  மற்றவர்களை அசிங்கபடுத்துரிர்கள்,OFF,True,உங்க படம் publicity ku எதுக்கு மற்றவர்களை அசிங்கபடுத்துரிர்கள்
"பாா்கவகுலம்(உடையார், மூப்பனார், நயினார் ) மக்கள் சார்பாக வாழ்த்துக்கள்",NOT,False,"பாா்கவகுலம்(உடையார், மூப்பனார், நயினார் ) மக்கள் சார்பாக வாழ்த்துக்கள்"
சாதி வெறிபிடித்த கலப்பினத்தை தமிழர்கள் என்று நினைத்து கொண்டிருந்தோம் .,NOT,False,சாதி வெறிபிடித்த கலப்பினத்தை தமிழர்கள் என்று நினைத்து கொண்டிருந்தோம் .
"நான் பில்டப் கொடுக்கவில்லை, தானாக இப்படி ஆகிவிட்டது",NOT,False,"நான் பில்டப் கொடுக்கவில்லை, தானாக இப்படி ஆகிவிட்டது"
அடங்க மறு... அத்து மீறு...எடு செருப்ப.. சிறுத்தைகள் வெலக்க மாத்துக்கு பேரு பட்டு குஞ்சம்,OFF,False,அடங்க மறு... அத்து மீறு...எடு செருப்ப.. சிறுத்தைகள் வெலக்க மாத்துக்கு பேரு பட்டு குஞ்சம்
நா சொல்ரே இந்த படம் Hit ஆகும்,NOT,True,நா சொல்ரே இந்த படம் Hit ஆகும்
2:00 டேய் இது 96 யாரை ஏமாத்துரீங்க,OFF,False,2:00 டேய் இது 96 யாரை ஏமாத்துரீங்க
நம்மை ஜாதி ரீதியாக எதிர்க்க துப்பில்லாமல் இந்த பக்கம் தமிழ் தமிழ்னு போலியா கூவிக்கிட்டு அந்த பக்கம் ஜாதி ஒழிப்புனு கூவுற  கருஞ்சட்டைகளின் ஒரே நோக்கம் நம் வீட்டு பெண்களே. இதை புரிய வேண்டிய நேரம் இது. திரெளபதி மேல் ஜாதியினர் ஒற்றுமை.,NOT,False,நம்மை ஜாதி ரீதியாக எதிர்க்க துப்பில்லாமல் இந்த பக்கம் தமிழ் தமிழ்னு போலியா கூவிக்கிட்டு அந்த பக்கம் ஜாதி ஒழிப்புனு கூவுற  கருஞ்சட்டைகளின் ஒரே நோக்கம் நம் வீட்டு பெண்களே. இதை புரிய வேண்டிய நேரம் இது. திரெளபதி மேல் ஜாதியினர் ஒற்றுமை.
##படம் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....,OFF,False,##படம் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....
"இங்க இருக்குற Comments படிச்சி பாக்கும் போது தான் தெரிது, தமிழ்நாடு ல இவ்வளவு சாதி இருக்குனு.",NOT,True,"இங்க இருக்குற Comments படிச்சி பாக்கும் போது தான் தெரிது, தமிழ்நாடு ல இவ்வளவு சாதி இருக்குனு."
நாயக்கர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT,False,நாயக்கர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்
கடலூர் மாவட்டம் ராமாபுரம் வன்னியர் சங்கம் சார்பாக திரெளபதி படம் வெற்றி பெற வாழ்த்துக்கள்,NOT,False,கடலூர் மாவட்டம் ராமாபுரம் வன்னியர் சங்கம் சார்பாக திரெளபதி படம் வெற்றி பெற வாழ்த்துக்கள்
8.5 dislike போட்டவன் யாருன்னு பார்த்தா விசிக & நாம் தமிழர் கட்சி சார்ந்த பொறுக்கி தான்.. இனையதலம் முழுக்க தப்பு தப்பா எழுதுரானுங்க..,OFF,True,8.5 dislike போட்டவன் யாருன்னு பார்த்தா விசிக & நாம் தமிழர் கட்சி சார்ந்த பொறுக்கி தான்.. இனையதலம் முழுக்க தப்பு தப்பா எழுதுரானுங்க..
முத்துராஜா சாதி குடி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT,False,முத்துராஜா சாதி குடி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
சாதி பெயரை சொல்லி ஆதரவு தெரிவித்த அனைவரையும் விலங்குகள்  என நான் நினைக்கிறேன்,OFF,False,சாதி பெயரை சொல்லி ஆதரவு தெரிவித்த அனைவரையும் விலங்குகள்  என நான் நினைக்கிறேன்
எந்த நிறம் இருந்தாலும் அவை யாவும் ஒரே தரம் அன்றோ  இயக்குனர்  G.MOHAN அவர்களே நவீன நாடக காதலை சாதிய வெச்சு தான் சொல்லணும்னு இல்லையே... நீ காதலையும் கொச்ச படுத்தர சாதியையும் கோச்ச படுத்துர...நானும் பாண்டிய குழத்தவனே...ஆனால் நீதியை சாதியனு பாத்தா நீதி தாண்டா...உன் மொழியே உன் அடையாளம் உன் சாதியல்ல...  தமிழ் வாழ்க,OFF,True,எந்த நிறம் இருந்தாலும் அவை யாவும் ஒரே தரம் அன்றோ  இயக்குனர்  G.MOHAN அவர்களே நவீன நாடக காதலை சாதிய வெச்சு தான் சொல்லணும்னு இல்லையே... நீ காதலையும் கொச்ச படுத்தர சாதியையும் கோச்ச படுத்துர... நானும் பாண்டிய குழத்தவனே... ஆனால் நீதியை சாதியனு பாத்தா நீதி தாண்டா... உன் மொழியே உன் அடையாளம் உன் சாதியல்ல...  தமிழ் வாழ்க
And in the end...  நான் பில்டப் கொடுக்கவில்லை  தானாக இப்படி ஆகிவிட்டது   Worst ra dai   ( about thalaivar on Tv screen ),OFF,True,இறுதியில்...  நான் பில்டப் கொடுக்கவில்லை தானாக இப்படி ஆகிவிட்டது Worst ra dai ( about thalaivar on Tv screen )
Dislike Vida Comments Adhigam  வெறித்தனமான like அனைத்து மக்களின் ஆதரவு கமென்ட் பாக்ஸ் ல தெரியுது  அனைவருக்கும் வன்னியர் சார்பாக நன்றி நண்பர்களே......,NOT,True,Dislike Vida Comments Adhigam வெறித்தனமான like அனைத்து மக்களின் ஆதரவு கமென்ட் பாக்ஸ் ல தெரியுது அனைவருக்கும் வன்னியர் சார்பாக நன்றி நண்பர்களே......
திருமாவளவனின் மோசமான கேவலமான பேச்சி  இதே போல  இந்த படத்தில் எந்த வாரத்தை உம் இல்லை... படம் வெற்றி பெற வாழ்த்துக்கள்..,OFF,False,திருமாவளவனின் மோசமான கேவலமான பேச்சி  இதே போல  இந்த படத்தில் எந்த வாரத்தை உம் இல்லை... படம் வெற்றி பெற வாழ்த்துக்கள்..
உங்கள பார்த்தா சிரிப்பு போலிஸ் மாதி இருக்கு,OFF,False,உங்கள பார்த்தா சிரிப்பு போலிஸ் மாதி இருக்கு
அரசியல் அது ஒரு ராஜபோதை  உள்ள நுழைஞ்சவன் வெளில வரவேமுடியாது,NOT,False,அரசியல் அது ஒரு ராஜபோதை  உள்ள நுழைஞ்சவன் வெளில வரவேமுடியாது
Trailer full ah what's app status dialogue thaan... சொந்தமா ஒன்னும் இல்ல... வருத்தம் pa,OFF,True,ட்ரெய்லர் ஃபுல் ஆ ஆப் ஸ்டேட்டஸ் டயலாக் என்ன... சொந்தமா ஒன்னும் இல்ல... வருத்தம் pa
தல ரசிகர்களின் சார்பாக வாழ்துக்கள் மிக பெரிய வெற்றி காத்திருக்கிறது.,NOT,False,தல ரசிகர்களின் சார்பாக வாழ்துக்கள் மிக பெரிய வெற்றி காத்திருக்கிறது.
என்னாமா கூவுறானுங்க டா  முடியல டா யப்பா,OFF,False,என்னாமா கூவுறானுங்க டா  முடியல டா யப்பா
ஆறு மில்லியன் பேர் பார்த்தது இருக்கட்டும் படத்தை எப்ப ரிலீஸ் பண்ணுவீங்க நானும் ஒரு வருஷமா ட்ரைலர் அத்தா பார்த்துகிட்டே இருக்கேன் ்,OFF,False,ஆறு மில்லியன் பேர் பார்த்தது இருக்கட்டும் படத்தை எப்ப ரிலீஸ் பண்ணுவீங்க நானும் ஒரு வருஷமா ட்ரைலர் அத்தா பார்த்துகிட்டே இருக்கேன் ்
நாடார் சமூகத்தினர் சார்பாக படக்குழுவினருக்கு வாழ்த்துக்கள்!!!,NOT,False,நாடார் சமூகத்தினர் சார்பாக படக்குழுவினருக்கு வாழ்த்துக்கள்!!!
"போராடுறது தப்புன்னா , போராடுற சூழ்நிலைய உருவாக்குறதும் தப்பு தான்",OFF,False,"போராடுறது தப்புன்னா , போராடுற சூழ்நிலைய உருவாக்குறதும் தப்பு தான்"
கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக படம் வெற்றியடைய  வாழ்த்துகள் . கோயமுத்தூர்ல எல்லா தியடர்லயும் படம் வெற்றிவாகை சூடினும்... எல்லா கவுண்ட சொந்தங்களும் ஒத்துழைப்பு கொடுத்து படம் வெற்றியடைய உதவனும்...,NOT,False,கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக படம் வெற்றியடைய  வாழ்த்துகள் . கோயமுத்தூர்ல எல்லா தியடர்லயும் படம் வெற்றிவாகை சூடினும்... எல்லா கவுண்ட சொந்தங்களும் ஒத்துழைப்பு கொடுத்து படம் வெற்றியடைய உதவனும்...
"நல்ல தரமான பதிலடி!\r \r இன்னும் எத்தனை காலம் 'உயர் சாதி'னு முத்திரை குத்தப்பட்டவனெல்லாம் கெட்டவன் 'தாழ்ந்த சாதி'னு முத்திரை குத்தப்பட்டவனெல்லாம் நல்லவன்னு சினிமால போதிச்சுக்கிட்டே இருப்பீங்க.\r எல்லா சமூகத்திலயும் நல்லவனும் இருக்கான் கெட்டவனும் இருக்கான்! மனுசனா பாருங்க!\r கீழ் சாதிய உயர்த்தி பிடிச்சா சரி, உயர் சாதிய உயர்த்தி பிடிச்சா சாதி வெறியனா?\r \r கட்ட பஞ்சாயத்து குரூப் எல்லாம் கொதிச்சுக்கிட்டு இருக்கும்",NOT,True,"நல்ல தரமான பதிலடி!\r \r இன்னும் எத்தனை காலம் 'உயர் சாதி'னு முத்திரை குத்தப்பட்டவனெல்லாம் கெட்டவன் 'தாழ்ந்த சாதி'னு முத்திரை குத்தப்பட்டவனெல்லாம் நல்லவன்னு சினிமால போதிச்சுக்கிட்டே இருப்பீங்க.\r எல்லா சமூகத்திலயும் நல்லவனும் இருக்கான் கெட்டவனும் இருக்கான்! மனுசனா பாருங்க!\r கீழ் சாதிய உயர்த்தி பிடிச்சா சரி, உயர் சாதிய உயர்த்தி பிடிச்சா சாதி வெறியனா?\r \r கட்ட பஞ்சாயத்து குரூப் எல்லாம் கொதிச்சுக்கிட்டு இருக்கும்"
வரான் டா நீதியை காக்க ராசு படையாச்சி அங்க வரான்..,NOT,False,வரான் டா நீதியை காக்க ராசு படையாச்சி அங்க வரான்..
புளுசட்ட review பாத்து சிரிச்சவங்க like பன்னுங்க,OFF,True,புளுசட்ட review பாத்து சிரிச்சவங்க like பன்னுங்க
வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,NOT,False,வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா
"பெயரிலே சாதி சேக்கறது சாதி வேறினா , அந்த சாதி பேர் சொல்லி இலவசத்தை வாங்குறதுக்கு பெயர் என்ன ?",OFF,False,"பெயரிலே சாதி சேக்கறது சாதி வேறினா , அந்த சாதி பேர் சொல்லி இலவசத்தை வாங்குறதுக்கு பெயர் என்ன ?"
இயக்குனர் மோகன் அவர்களுக்கு நன்றி...... இக் காவியம் வெற்றி பெற வாழ்த்துகிறோம்..... யாதவர் மற்றும் வன்னியர் சார்பாக வாழ்த்துகள் ...,NOT,False,இயக்குனர் மோகன் அவர்களுக்கு நன்றி...... இக் காவியம் வெற்றி பெற வாழ்த்துகிறோம்..... யாதவர் மற்றும் வன்னியர் சார்பாக வாழ்த்துகள் ...
வன்னியர்கள் சார்பாக வாழ்த்துகள்........ பெண்களை பாதுகாக்க வேண்டும்⁦⁩⁦⁩⁦⁩,NOT,False,வன்னியர்கள் சார்பாக வாழ்த்துகள்........ பெண்களை பாதுகாக்க வேண்டும்⁦⁩⁦⁩⁦⁩
மக்கள் மனதில் எவ்வளவு துன்பம் இருந்திருந்தால் 20 ஆயிரம் கமெண்ட் வந்து இருக்கும்....    இது நாடக காதல் க்ரூப்ஸ்க்கு புரியவா போது...,NOT,False,மக்கள் மனதில் எவ்வளவு துன்பம் இருந்திருந்தால் 20 ஆயிரம் கமெண்ட் வந்து இருக்கும்....    இது நாடக காதல் க்ரூப்ஸ்க்கு புரியவா போது...
யாருக்கோ விபூதி அடீக்கிறாங்க போல.. வாழ்த்துக்கள் இயக்குநரே,NOT,False,யாருக்கோ விபூதி அடீக்கிறாங்க போல.. வாழ்த்துக்கள் இயக்குநரே
"புள்ளிங்ளா.. இன்னும் திரௌபதி ட்ரைலர் கம்மென்ட்ல எந்த எந்த ஜாதி எல்லாம் கம்மென்ட் (வாழ்த்துக்கள்) பண்ணல?\r \r ~வீர ராவுத்தரும், ஷத்திரிய மறைக்காயரும்..  #Faiz_Mohamed",OFF,True,"புள்ளிங்ளா.. இன்னும் திரௌபதி ட்ரைலர் கம்மென்ட்ல எந்த எந்த ஜாதி எல்லாம் கம்மென்ட் (வாழ்த்துக்கள்) பண்ணல?\r \r ~வீர ராவுத்தரும், ஷத்திரிய மறைக்காயரும்..  #Faiz_Mohamed"
இசைஞானி + மிஸ்கின் = Deadly Combo,OFF,True,இசைஞானி + மிஸ்கின் = Deadly Combo
டைரக்கடர் தேவிடியா பையா ஓன்னோட போன்னு ஓடிபோச்சாடா,OFF,False,டைரக்கடர் தேவிடியா பையா ஓன்னோட போன்னு ஓடிபோச்சாடா
Rajini ஐ கிண்டல்  செய்வது போல் உள்ள காட்சி தவிர்த்திருக்கலாம்.......,OFF,True,Rajini ஐ கிண்டல் செய்வது போல் உள்ள காட்சி தவிர்த்திருக்கலாம்.......
விவேக் ஒரு படத்துல பலூன் அடைச்சு வைப்பாரே அது மாதிரி ஏதாச்சும் இருக்குமோ எதுக்கும் ஊசி வச்சி குத்தி பாத்துர வேண்டியது தான்...ஆனா ஒன்னு தமிழ்நாட்டுல இருக்குற யாரும் இந்த படத்த பாத்துரமாட்டான்... டிரெயிலரே முடியல...,OFF,False,விவேக் ஒரு படத்துல பலூன் அடைச்சு வைப்பாரே அது மாதிரி ஏதாச்சும் இருக்குமோ எதுக்கும் ஊசி வச்சி குத்தி பாத்துர வேண்டியது தான்...ஆனா ஒன்னு தமிழ்நாட்டுல இருக்குற யாரும் இந்த படத்த பாத்துரமாட்டான்... டிரெயிலரே முடியல...
"திருமாவளவன்,, ரஞ்சித்,,, வெற்றிமாறன்,,, தேவுடியா பசங்களுக்கு,,,, இந்த படம் செருப்புலே அடிச்ச மாதிரி இருக்கும்",OFF,False,"திருமாவளவன்,, ரஞ்சித்,,, வெற்றிமாறன்,,, தேவுடியா பசங்களுக்கு,,,, இந்த படம் செருப்புலே அடிச்ச மாதிரி இருக்கும்"
கொங்கு மண்டலத்தின் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துககள் திரைப்படமே அதிக தாக்கத்தை ஏற்படுத்தும் எனவே இனி பெண்கள் நாடக காதலில் விழ மாட்டார்கள்,NOT,False,கொங்கு மண்டலத்தின் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துககள் திரைப்படமே அதிக தாக்கத்தை ஏற்படுத்தும் எனவே இனி பெண்கள் நாடக காதலில் விழ மாட்டார்கள்
கமெண்ட்ல பார்த்தேன் எல்லோரும் ஜாதி பேர சொல்லினு பிரிஞ்சு இருக்கானுங்க இவனுங்க எல்லாம் எங்க தமிழன் என்ற உணர்வோடு ஒன்று சேற போரானுங்க,OFF,False,கமெண்ட்ல பார்த்தேன் எல்லோரும் ஜாதி பேர சொல்லினு பிரிஞ்சு இருக்கானுங்க இவனுங்க எல்லாம் எங்க தமிழன் என்ற உணர்வோடு ஒன்று சேற போரானுங்க
தேவர்..நாடார்..வன்னியர்.  சமுதாய மக்கள் ஆதரிப்போம்... இவன்  கள்ளன் .. மதுரை மாவட்டம்.. நாயகர்கள் ஆதரிப்பீர்,NOT,False,தேவர்..நாடார்..வன்னியர்.  சமுதாய மக்கள் ஆதரிப்போம்... இவன்  கள்ளன் .. மதுரை மாவட்டம்.. நாயகர்கள் ஆதரிப்பீர்
பஞ்சமி நிலம் னு அசுரன் படத்துல வந்துச்சு காசு வாங்கிட்டு தாண்டா கிரையம் பண்ணானுங்க அது ஜாதிபடமா தெரியல திரவுபதி ஜாதி படமாடா நாயிங்கலா,OFF,False,பஞ்சமி நிலம் னு அசுரன் படத்துல வந்துச்சு காசு வாங்கிட்டு தாண்டா கிரையம் பண்ணானுங்க அது ஜாதிபடமா தெரியல திரவுபதி ஜாதி படமாடா நாயிங்கலா
"#திரெளபதி உண்மைச் சம்பவத்தை படமாக எடுத்தால் இங்கு நிறையா போராளிகளுக்கு கோபம் வருகிறது. இதில் இருந்து என்ன தெரிகிறது என்றால் பொய் போராளிகளை திரௌபதி மிரட்டுகிறாள், இன்னும் வீரியமாக மிரட்டுவாள் திரௌபதி.",NOT,False,"#திரெளபதி உண்மைச் சம்பவத்தை படமாக எடுத்தால் இங்கு நிறையா போராளிகளுக்கு கோபம் வருகிறது. இதில் இருந்து என்ன தெரிகிறது என்றால் பொய் போராளிகளை திரௌபதி மிரட்டுகிறாள், இன்னும் வீரியமாக மிரட்டுவாள் திரௌபதி."
6 வருடங்கள் கழித்து செல்வராகவன் இயக்கத்தில் NGK திரையில் ரசிக்க போகிறேன்.. மே 31,NOT,True,6 வருடங்கள் கழித்து செல்வராகவன் இயக்கத்தில் NGK திரையில் ரசிக்க போகிறேன்.. மே 31
தமிழ் நாட்ல இருக்குற சாதிய பைத்தியகார கூதியானுங்கள எல்லாம் ஓரே இடத்தில் பார்க்க ஒரு வாய்ப்பை தந்த மோகன் வன்னிக்கு சாரி பன்னிக்கு நன்றிகள்,OFF,False,தமிழ் நாட்ல இருக்குற சாதிய பைத்தியகார கூதியானுங்கள எல்லாம் ஓரே இடத்தில் பார்க்க ஒரு வாய்ப்பை தந்த மோகன் வன்னிக்கு சாரி பன்னிக்கு நன்றிகள்
லைக் போட்டவன். எல்லாம் வேசி மகனாக இருப்பானுக போல,OFF,False,லைக் போட்டவன். எல்லாம் வேசி மகனாக இருப்பானுக போல
"More than 3M Views.. சும்மா இருந்த சங்கை ஊதி கெடுத்துட்டானுங்க கருப்பு சட்டையும், நீல சட்டையும்.  மிரட்டல் தொடரும்.... # திரௌபதி..",OFF,True,"3M க்கும் அதிகமான பார்வைகள்.. சும்மா இருந்த சங்கை ஊதி கெடுத்துட்டானுங்க கருப்பு சட்டையும், நீல சட்டையும்.  மிரட்டல் தொடரும்.... # திரௌபதி.."
சிறுத்தை குட்டீங்க பாவம் ரொம்ப கதறிட்டு இருக்கானுங்க போல த்தா உங்களுக்காகவே வச்சு செஞ்சிருக்கோம்டி 🤗 #Thirunthi_TholaingaDa,OFF,False,சிறுத்தை குட்டீங்க பாவம் ரொம்ப கதறிட்டு இருக்கானுங்க போல த்தா உங்களுக்காகவே வச்சு செஞ்சிருக்கோம்டி 🤗 #Thirunthi_TholaingaDa
த்தா இததாண்டா இத்தனை நாளா எதிர்பாத்தோம்..  குருமா க்ரூப்ஸ் க்கு இப்பவே வயத்த கலக்கி இருக்கும்..,OFF,False,த்தா இததாண்டா இத்தனை நாளா எதிர்பாத்தோம்..  குருமா க்ரூப்ஸ் க்கு இப்பவே வயத்த கலக்கி இருக்கும்..
மிஷ்கின் + இளையராஜா = நிசப்த பூகம்பம்.,OFF,False,மிஷ்கின் + இளையராஜா = நிசப்த பூகம்பம்.
இந்த மாதிரி ஒரு படம் வேண்டும் அப்பதான் நாடககாதல் திருமாவளவன் செருப்பால் அடித்து படம்,OFF,False,இந்த மாதிரி ஒரு படம் வேண்டும் அப்பதான் நாடககாதல் திருமாவளவன் செருப்பால் அடித்து படம்
ஒன்னு ஜாதிய வச்சி படம் எடுக்கிறீங்க இல்ல பெம்பளையா அசிங்கமா காட்ற மாறி படம் எடுக்கிறீங்க   ஜாதி இல்லமா இங்க பல பசங்க இப்ப மாமன் மச்சான் பழகறானுங்க  ஆனா நீங்க திருந்த விட மாட்டிங்கல்ல  காலப்போக்குல மாற்ற விசியத்த நீங்க படம் எடுத்து அழிக்காம வச்சிகிறீங்க  பரியோறும் பெருமாள் ரஞ்சித் வெற்றிமாறன்   போன்ற கூத்தாடி நாய்கங்களா  த்தூ..    இந்த படத்தால உனக்கு பத்து பைசா கூட கிடைக்க கூடாது..,OFF,False,ஒன்னு ஜாதிய வச்சி படம் எடுக்கிறீங்க இல்ல பெம்பளையா அசிங்கமா காட்ற மாறி படம் எடுக்கிறீங்க   ஜாதி இல்லமா இங்க பல பசங்க இப்ப மாமன் மச்சான் பழகறானுங்க  ஆனா நீங்க திருந்த விட மாட்டிங்கல்ல  காலப்போக்குல மாற்ற விசியத்த நீங்க படம் எடுத்து அழிக்காம வச்சிகிறீங்க  பரியோறும் பெருமாள் ரஞ்சித் வெற்றிமாறன்   போன்ற கூத்தாடி நாய்கங்களா  த்தூ..    இந்த படத்தால உனக்கு பத்து பைசா கூட கிடைக்க கூடாது..
வரலாறு பேசும் இருவர்....  1. யுவன் 2. செல்வராகவன்  ஆனால் விஷ ஊடகங்கள் இவரை மறைக்கின்றது...,OFF,False,வரலாறு பேசும் இருவர்....  1. யுவன் 2. செல்வராகவன்  ஆனால் விஷ ஊடகங்கள் இவரை மறைக்கின்றது...
தமிழன் சார்பாக படம் வெற்றி பெற  வாழ்த்துக்கள்,NOT,False,தமிழன் சார்பாக படம் வெற்றி பெற  வாழ்த்துக்கள்
இந்த முன்னோட்டத்தை ஆதரவு அளித்த அனைத்து சமுதாய நண்பர்களுக்கும் #திரௌபதி குழுவின் சார்பாக மனமார்ந்த நன்றி. இவன் உங்களில் ஒருவன்,NOT,False,இந்த முன்னோட்டத்தை ஆதரவு அளித்த அனைத்து சமுதாய நண்பர்களுக்கும் #திரௌபதி குழுவின் சார்பாக மனமார்ந்த நன்றி. இவன் உங்களில் ஒருவன்
போராடுவதே தப்பு என்றால்??? போராட  கூடிய சூழ்நிலையை ஏற்படுத்துவது அதை விட தப்பு... ஒவ்வொரு தமிழனுக்குள்ழும் இருக்கும் கேள்வி????,OFF,False,போராடுவதே தப்பு என்றால்??? போராட  கூடிய சூழ்நிலையை ஏற்படுத்துவது அதை விட தப்பு... ஒவ்வொரு தமிழனுக்குள்ழும் இருக்கும் கேள்வி????
